date,station,rr
2019-01-30,AWS Pasaman Barat,0.0
2019-01-31,AWS Pasaman Barat,0.0
2019-02-01,AWS Pasaman Barat,0.8
2019-02-02,AWS Pasaman Barat,23.8
2019-02-03,AWS Pasaman Barat,5.8
2019-02-04,AWS Pasaman Barat,1.2000000000000002
2019-02-05,AWS Pasaman Barat,62.8
2019-02-06,AWS Pasaman Barat,56.8
2019-02-07,AWS Pasaman Barat,34.4
2019-02-08,AWS Pasaman Barat,2.0
2019-02-09,AWS Pasaman Barat,5.0
2019-02-10,AWS Pasaman Barat,14.2
2019-02-11,AWS Pasaman Barat,0.2
2019-02-12,AWS Pasaman Barat,0.0
2019-02-13,AWS Pasaman Barat,0.0
2019-02-14,AWS Pasaman Barat,0.0
2019-02-15,AWS Pasaman Barat,0.0
2019-02-16,AWS Pasaman Barat,13.0
2019-02-17,AWS Pasaman Barat,7.6
2019-02-18,AWS Pasaman Barat,0.0
2019-02-19,AWS Pasaman Barat,17.8
2019-02-20,AWS Pasaman Barat,0.0
2019-02-21,AWS Pasaman Barat,0.0
2019-02-22,AWS Pasaman Barat,3.4
2019-02-23,AWS Pasaman Barat,9.0
2019-02-24,AWS Pasaman Barat,0.0
2019-02-25,AWS Pasaman Barat,0.2
2019-02-26,AWS Pasaman Barat,0.0
2019-02-27,AWS Pasaman Barat,18.4
2019-02-28,AWS Pasaman Barat,0.2
2019-03-01,AWS Pasaman Barat,14.6
2019-03-02,AWS Pasaman Barat,1.8
2019-03-03,AWS Pasaman Barat,24.4
2019-03-04,AWS Pasaman Barat,9.200000000000001
2019-03-05,AWS Pasaman Barat,11.2
2019-03-06,AWS Pasaman Barat,0.0
2019-03-07,AWS Pasaman Barat,0.8000000000000002
2019-03-08,AWS Pasaman Barat,0.0
2019-03-09,AWS Pasaman Barat,83.0
2019-03-10,AWS Pasaman Barat,9.0
2019-03-11,AWS Pasaman Barat,43.6
2019-03-12,AWS Pasaman Barat,0.0
2019-03-13,AWS Pasaman Barat,0.0
2019-03-14,AWS Pasaman Barat,0.0
2019-03-15,AWS Pasaman Barat,0.0
2019-03-16,AWS Pasaman Barat,0.0
2019-03-17,AWS Pasaman Barat,0.0
2019-03-18,AWS Pasaman Barat,8.4
2019-03-19,AWS Pasaman Barat,0.0
2019-03-20,AWS Pasaman Barat,1.8000000000000003
2019-03-21,AWS Pasaman Barat,2.0000000000000004
2019-03-22,AWS Pasaman Barat,0.0
2019-03-23,AWS Pasaman Barat,9.8
2019-03-24,AWS Pasaman Barat,1.0000000000000002
2019-03-25,AWS Pasaman Barat,2.2
2019-03-26,AWS Pasaman Barat,0.0
2019-03-27,AWS Pasaman Barat,0.0
2019-03-28,AWS Pasaman Barat,3.6000000000000005
2019-03-29,AWS Pasaman Barat,2.6
2019-03-30,AWS Pasaman Barat,0.2
2019-03-31,AWS Pasaman Barat,14.4
