date,station,rr
2016-04-29,AAWS,4.599999999999999
2016-04-30,AAWS,0.0
2016-05-01,AAWS,4.0
2016-05-02,AAWS,2.0
2016-05-03,AAWS,7.800000000000001
2016-05-04,AAWS,26.400000000000002
2016-05-05,AAWS,0.8
2016-05-06,AAWS,18.2
2016-05-07,AAWS,31.200000000000003
2016-05-08,AAWS,35.60000000000001
2016-05-09,AAWS,2.4
2016-05-10,AAWS,20.2
2016-05-11,AAWS,4.4
2016-05-12,AAWS,29.2
2016-05-13,AAWS,22.0
2016-05-14,AAWS,17.2
2016-05-15,AAWS,3.2
2016-05-16,AAWS,0.2
2016-05-17,AAWS,0.8
2016-05-18,AAWS,0.2
2016-05-19,AAWS,0.7999999999999999
2016-05-20,AAWS,0.2
2016-05-21,AAWS,11.8
2016-05-22,AAWS,0.0
2016-05-23,AAWS,27.399999999999995
2016-05-24,AAWS,2.400000000000001
2016-05-25,AAWS,15.999999999999998
2016-05-26,AAWS,3.0
2016-05-27,AAWS,32.199999999999996
2016-05-28,AAWS,0.2
2016-05-29,AAWS,2.2
2016-05-30,AAWS,0.0
2016-05-31,AAWS,0.0
2016-06-01,AAWS,11.8
2016-06-02,AAWS,4.2
2016-06-03,AAWS,0.0
2016-06-04,AAWS,1.6
2016-06-05,AAWS,0.2
2016-06-06,AAWS,0.0
2016-06-07,AAWS,31.4
2016-06-08,AAWS,0.2
2016-06-09,AAWS,0.0
2016-06-10,AAWS,23.6
2016-06-11,AAWS,46.6
2016-06-12,AAWS,1.6
2016-06-13,AAWS,67.4
2016-06-14,AAWS,0.2
2016-06-15,AAWS,2.8000000000000003
2016-06-16,AAWS,45.6
2016-06-17,AAWS,19.799999999999994
2016-06-18,AAWS,0.0
2016-06-19,AAWS,0.0
2016-06-20,AAWS,0.0
2016-06-21,AAWS,10.0
2016-06-22,AAWS,2.0
2016-06-23,AAWS,0.2
2016-06-24,AAWS,3.4000000000000004
2016-06-25,AAWS,0.0
2016-06-26,AAWS,0.0
2016-06-27,AAWS,0.0
2016-06-28,AAWS,0.0
2016-06-29,AAWS,0.0
2016-06-30,AAWS,0.0
